ID,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOMESC,ENDESC,NUMESC,COMPLEND,ENDERECO,BAIESC,CODCEP,FONE1,FONE2,EMAIL,ED_DIRETOR,DIRETORIA,DRE,ED_ZONA,ZONA,CODESC,CODESCMEC,COD_EOL,ED_DEPADM,DEPADM,ED_TIPO,TIPO,ED_CATEG,CATEG,ALCRECHE,ALPRE,ALEE,AL9INI,AL9FIN,ALEM,ALPROF,ALEJAFUND,ALEJAEM,AL_TOTAL,CLCRECHE,CLPRE,CLEE,CL9INI,CL9FIN,CLEM,CLPROF,CLEJAFUND,CLEJAEM,CL_TOTAL,x,y
2928,355030850000065,3550308005061,50,LIMAO,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,DOM BOSCO COLEGIO,ROQUE DE MORAIS,243,245,ROQUE DE MORAIS,LIMAO,02721031,39658844,,,10102,Centro,,1,URBANA,,35124400,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,24,19,0,69,39,35,0,0,0,186,5,3,0,7,4,3,0,0,0,22,-46.67469283272583,-23.50286211103572
2929,355030874000138,3550308005197,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,EMILIA MARINHO COLEGIO,RUA MARCION,320,RUA,RUA MARCION,VILA PROGRESSO,08041500,20522215,,,10210,Leste 2,,1,URBANA,,35124436,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,10,22,0,118,117,53,0,0,0,320,2,2,0,5,4,3,0,0,0,16,-46.440284871993725,-23.51456848392367
2930,355030874000064,3550308005200,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,PASCHOAL DANTAS COLEGIO,AVENIDA PIRES DO RIO,2801,,AVENIDA PIRES DO RIO,SAO MIGUEL PAULISTA,08041000,20551400,,,10210,Leste 2,,1,URBANA,,35124448,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,95,147,86,0,0,0,328,0,0,0,5,6,3,0,0,0,14,-46.44366810059623,-23.521049103533414
2931,355030873000152,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SATELITE COLEGIO,MIMAS,205,RUA,MIMAS,CIDADE SATELITE SANTA BARBARA,08330485,29190282,,,10208,Leste 4,,1,URBANA,,35124459,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,13,85,0,247,201,117,58,0,0,663,2,4,0,10,8,6,3,0,0,30,-46.46919554333465,-23.613022750138697
2932,355030859000105,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,PENHA DE FRANCA COLEGIO,RUA MARIA TEREZA ASSUNCAO,441,,RUA MARIA TEREZA ASSUNCAO,PENHA,03609000,26417136,,,10207,Leste 1,,1,URBANA,,35124527,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,22,42,0,170,135,76,0,0,0,445,2,3,0,11,5,3,0,0,0,24,-46.541861774542255,-23.516063647791626
2933,355030816000006,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,TERRAMAR COLEGIO,CENERINO BRANCO DE ARAUJO,715,RUA,CENERINO BRANCO DE ARAUJO,VILA CAMPO GRANDE,04455060,56310857,,,10317,Sul 1,,1,URBANA,,35124576,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,1,24,0,191,143,89,0,0,0,448,0,2,0,9,7,4,0,0,0,22,-46.683342763882976,-23.678588775413274
2934,355030853000043,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,ESC PART ESCOLA PE PEQUENO DE ED INF,JUVENAL PARADA,72,,JUVENAL PARADA,MOOCA,03167060,26051360,,,19918,Penha,,1,URBANA,,35124655,301914,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,30,50,0,0,0,0,0,0,0,80,5,4,0,0,0,0,0,0,0,9,-46.597070069073794,-23.55447633004413
2935,355030861000011,3550308005242,61,PERUS,01,PERUS,Norte,Norte 2,ANNA TAVARES COLEGIO EIEPG,ANTONIO DE PADUA DIAS,689,RUA,ANTONIO DE PADUA DIAS,PERUS,05202070,39170719,,,10101,Norte 1,,1,URBANA,,35124709,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,23,0,120,117,90,0,0,0,350,0,2,0,8,6,3,0,0,0,19,-46.75252976778297,-23.401596764219722
2936,355030817000118,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,MORUMBI SUL COLEGIO,BOM CONSELHO NOSSA SENHORA,351,RUA,BOM CONSELHO NOSSA SENHORA,CHACARA NOSSA SENHORA DO BOM CONSELHO,05763470,35940600,,,10317,Sul 1,,1,URBANA,,35124795,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,83,104,0,371,243,103,0,0,0,904,7,6,0,16,9,3,0,0,0,41,-46.75790927167963,-23.645991388502466
2937,355030835000069,3550308005103,35,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CECI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO,FLORIDA,943,RUA,FLORIDA,CIDADE MONCOES,04565000,55421617,,,10312,Centro-Oeste,,1,URBANA,,35124849,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,0,24,45,0,0,0,69,0,0,0,0,3,3,0,0,0,6,-46.68844741542332,-23.61164672825434
2938,355030807000131,3550308005009,7,BELA VISTA,09,SE,Centro,Centro,STANCE DUAL ESCOLA,AVANHANDAVA,660,662,AVANHANDAVA,BELA VISTA,01306001,30172780,,,10316,Centro-Sul,,1,URBANA,,35124989,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,24,61,0,235,140,0,0,0,0,460,2,4,0,16,9,0,0,0,0,31,-46.649799015107405,-23.552609240245406
2939,355030877000005,3550308005048,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,REDE DECISAO UNIDADE SAUDE,GUATAS,281,ALAMEDA,GUATAS,SAUDE,04053040,25780480,,,10312,Centro-Oeste,,1,URBANA,,35125398,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,7,23,0,191,189,111,0,0,0,521,1,2,0,10,7,4,0,0,0,24,-46.64080674685945,-23.61395138732316
2940,355030807000137,3550308005011,7,BELA VISTA,09,SE,Centro,Centro,ESC PART BERGAMO ESCOLINHA,MANOEL DUTRA,578,,MANOEL DUTRA,BELA VISTA,01328010,31150654,,,19910,Ipiranga,,1,URBANA,,35125428,303488,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,9,12,0,0,0,0,0,0,0,21,3,4,0,0,0,0,0,0,0,7,-46.648745586490186,-23.555647422809898
2941,355030819000001,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PERSPECTIVA ESCOLA,RUA PROFESSORA EUNICE BECHARA DE OLIVEIRA,734,RUA,RUA PROFESSORA EUNICE BECHARA DE OLIVEIRA,VILA FAZZEONI,05884150,58735668,,,10314,Sul 2,,1,URBANA,,35125726,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,27,0,174,212,136,0,0,0,549,0,4,0,10,8,5,0,0,0,27,-46.775481362667975,-23.669589361386713
2942,355030843000111,3550308005226,43,JARDIM ANGELA,18,M BOI MIRIM,Sul,Sul 2,ALLAN KARDEC INSTITUTO DE EDUCACCAO,RUA CAPAO REDONDO,1,RUA,RUA CAPAO REDONDO,JARDIM SANTA MARGARIDA,04931100,58931062,,,10314,Sul 2,,1,URBANA,,35125829,,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,0,51,0,191,73,0,0,0,0,315,0,4,0,9,3,0,0,0,0,16,-46.75446755717527,-23.676629646057577
2943,355030834000094,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SAO MAURO COLEGIO,GASPAR FERNANDES,170,RUA,GASPAR FERNANDES,VILA MONUMENTO,01549000,29147022,,,10316,Centro-Sul,,1,URBANA,,35125891,,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,12,25,0,116,86,32,0,0,0,271,2,4,0,8,5,3,0,0,0,22,-46.61384474650085,-23.5742491985513
2944,355030849000040,3550308005007,49,LIBERDADE,09,SE,Centro,Centro,PAULO DE TARSO COLEGIO,RUA MAZZINI,61,RUA,RUA MAZZINI,CAMBUCI,01528000,32075277,,,10316,Centro-Sul,,1,URBANA,,35125908,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,41,77,0,233,157,63,0,0,0,571,8,8,0,14,7,3,0,0,0,40,-46.62593549620413,-23.5629872719798
2945,355030823000018,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SEDES SAPIENTIA COLEGIO,RUA BORBA,151,RUA,RUA BORBA,RIO BONITO,04823070,56634003,,,10318,Sul 3,,1,URBANA,,35126020,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,34,65,72,0,0,0,0,137,0,0,5,5,9,0,0,0,0,14,-46.6990714108882,-23.724679487188112
2946,355030831000098,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,SANTA MARTA COLEGIO DE PG,LEONIDAS CARDOSO GENERAL,273,RUA,LEONIDAS CARDOSO GENERAL,JARDIM SAO PEDRO,08420440,29617277,,,10211,Leste 3,,1,URBANA,,35126068,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,4,0,74,66,0,0,0,0,144,0,2,0,5,4,0,0,0,0,11,-46.42532217685292,-23.545071231465585
2947,355030873000044,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,CIEJA LELIA GONZALEZ,DO TRABALHADOR,S/N,,DO TRABALHADOR,PARQUE MARIA FERNANDES,04858455,59387334,,,19927,Capela do Socorro,,1,URBANA,,35126093,200207,3,MUNICIPAL,354,CIEJA,1,ESCOLAS AUTONOMAS,0,0,0,0,0,0,0,588,0,588,0,0,0,0,0,0,0,24,0,24,-46.47520729743439,-23.604770149443222
2948,355030815000034,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,MAXIMO COLEGIO,LINO DE MORAES LEME DOUTOR,91,AVENIDA,LINO DE MORAES LEME DOUTOR,VILA PAULISTA,04360001,50349149,,,10312,Centro-Oeste,,1,URBANA,,35126123,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,2,12,0,78,42,35,0,0,0,169,1,2,0,5,4,3,0,0,0,15,-46.65997724373539,-23.63356744625301
2949,355030835000091,3550308005103,35,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,ESC PART DIKO PATAKA E E I,INDIANA,276,,INDIANA,BROOKLIN PAULISTA,04562000,55319787,,,19902,Butantã,,1,URBANA,,35126147,303682,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,104,90,0,0,0,0,0,0,0,194,9,6,0,0,0,0,0,0,0,15,-46.68114792615339,-23.613000916588003
2950,355030880000131,3550308005036,80,TATUAPE,25,MOOCA,Leste,Leste 1,O RECREIO ALEGRE ESC INF,RUA VILELA,96,,RUA VILELA,TATUAPE,03068000,29429025,,,19918,Penha,,1,URBANA,,35126342,305111,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,28,26,0,0,0,0,0,0,0,54,1,1,0,0,0,0,0,0,0,2,-46.56826811930914,-23.53543834897881
2951,355030851000092,3550308005130,51,MANDAQUI,05,SANTANA-TUCURUVI,Norte,Norte 1,PRISMA INSTITUTO DE EDUCACAO E CULTURA,AV. SANTA INES,2083,AVENIDA,AV. SANTA INES,HORTO FLORESTAL,02631000,22325488,,,10104,Norte 2,,1,URBANA,,35126366,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,9,38,0,241,245,132,0,0,0,665,2,3,0,11,8,5,0,0,0,29,-46.63531016487772,-23.465380056053736
2952,355030849000028,3550308005008,49,LIBERDADE,09,SE,Centro,Centro,NOVA GERACAO COLEGIO,RUA PIRES DA MOTA,414,RUA,RUA PIRES DA MOTA,ACLIMACAO,01529000,32094419,,,10316,Centro-Sul,,1,URBANA,,35126421,,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,3,23,0,113,70,0,0,0,0,209,1,2,0,5,4,0,0,0,0,12,-46.63335109798453,-23.565848357293536
2953,355030813000022,3550308005125,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,SUELY BERTOLAZZI FOLLI COLEGIO,RUA JOAQUIM DIAS PINTO,8,RUA,RUA JOAQUIM DIAS PINTO,JARDIM PERI,02632060,22317500,,,10104,Norte 2,,1,URBANA,,35126512,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,6,25,0,103,64,0,0,0,0,198,2,2,0,5,4,0,0,0,0,13,-46.65249330237545,-23.463473997542305
2954,355030894000190,3550308005177,94,VILA SONIA,10,BUTANTA,Oeste,Oeste,PIU-PIU E E I,AVENIDA MARECHAL JUAREZ TAVORA,248,,AVENIDA MARECHAL JUAREZ TAVORA,SUPER QUADRA MORUMBI,05750000,37432449,,,19902,Butantã,,1,URBANA,,35126548,302511,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,43,55,0,0,0,0,0,0,0,98,6,4,0,0,0,0,0,0,0,10,-46.744820333316596,-23.61483462018815
2955,355030857000087,3550308005205,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,TABOR SIPEB ESCOLA FILANTROPICA,COLONIA,120,ESTRADA,COLONIA,JARDIM SAO GONCALO,08370190,27312119,,,10208,Leste 4,,1,URBANA,,35126676,,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,0,0,0,164,0,0,0,0,0,164,0,0,0,7,0,0,0,0,0,7,-46.45971314086877,-23.597128160150042
2956,355030835000011,3550308005102,35,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,ESCOLA NOVA LOURENCO UNIDADE IV,FIANDEIRAS,77,RUA,FIANDEIRAS,VILA OLIMPIA,04545000,30495398,,,10312,Centro-Oeste,,1,URBANA,,35126718,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,0,0,240,0,0,0,240,0,0,0,0,0,8,0,0,0,8,-46.674703473314544,-23.59738209095835
2957,355030862000150,3550308005053,62,PINHEIROS,11,PINHEIROS,Oeste,Oeste,ST NICHOLAS ESCOLA ANGLO BRASILEIRA,EUSEBIO MATOSO,333,AVENIDA,EUSEBIO MATOSO,PINHEIROS,05423180,34659666,,,10312,Centro-Oeste,,1,URBANA,,35126724,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,43,83,0,200,118,130,0,0,0,574,4,6,0,10,6,6,0,0,0,32,-46.69370276818103,-23.571940771458934
2958,355030877000070,3550308005048,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,E E I CRIANCA FELIZ DO BOSQUE SC LTDA,RUA DAS ORQUIDEAS,391,,RUA DAS ORQUIDEAS,MIRANDOPOLIS,04050000,50719587,,,19910,Ipiranga,,1,URBANA,,35126810,304280,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,18,17,0,0,0,0,0,0,0,35,2,1,0,0,0,0,0,0,0,3,-46.643108166592484,-23.606540226965734
2959,355030838000137,3550308005308,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,MARIA MONTESSORI COLEGIO,VALDOMIRO DE LIMA GENERAL,288,AVENIDA,VALDOMIRO DE LIMA GENERAL,JABAQUARA,04344070,50110333,,,10317,Sul 1,,1,URBANA,,35126822,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,16,36,0,14,0,0,0,0,0,66,3,4,0,3,0,0,0,0,0,10,-46.643354642133644,-23.63909308980277
2960,355030847000110,3550308005261,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CANDIDO PORTINARI INSTITUTO EDUCACIONAL,RUA SANTA EDITH,580,RUA,RUA SANTA EDITH,JARDIM HELENA,08420400,25535472,,,10211,Leste 3,,1,URBANA,,35127000,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,1,0,57,71,0,0,0,0,129,0,1,0,5,4,0,0,0,0,10,-46.42669026905754,-23.540970327467843
2961,355030844000099,3550308005244,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,EMEI CELIA RIBEIRO LANDIM PROFA,CRAVEIRO DO CAMPO,S/N,,CRAVEIRO DO CAMPO,JARDIM HELENA,08090590,25813764,,,19925,Sao Miguel,,1,URBANA,,35127140,019316,3,MUNICIPAL,321,EMEI,1,ESCOLAS AUTONOMAS,0,436,0,0,0,0,0,0,0,436,0,16,0,0,0,0,0,0,0,16,-46.421373198071805,-23.47934522688334
2962,355030876000075,3550308005156,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,COLEGIO GALILEU GALILEI,RUA GERSON DE MENDONCA,40,RUA,RUA GERSON DE MENDONCA,PARQUE SAO LOURENCO,03270110,27043243,,,10208,Leste 4,,1,URBANA,,35127197,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,225,138,5,0,0,0,368,0,0,0,13,6,1,0,0,0,20,-46.52045531420695,-23.599571422069555
2963,355030891000083,3550308005075,91,VILA MATILDE,21,PENHA,Leste,Leste 1,DEGRAU COLEGIO,RUA GOINDIRA,130,RUA,RUA GOINDIRA,VILA GUILHERMINA,03545050,26858065,,,10208,Leste 4,,1,URBANA,,35127206,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,23,27,0,0,0,0,0,0,0,50,4,2,0,0,0,0,0,0,0,6,-46.512844167405234,-23.531400426780415
2964,355030876000201,3550308005160,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,SANTA RITA DE CASSIA CENTRO EDUCACIONAL,RUA JOSE DOMINGUES DE PONTES,516,RUA,RUA JOSE DOMINGUES DE PONTES,JARDIM MIMAR,03985000,21434329,,,10208,Leste 4,,1,URBANA,,35127218,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,14,0,107,0,0,0,0,0,121,0,1,0,9,0,0,0,0,0,10,-46.52281378680043,-23.60930834674476
2965,355030857000067,3550308005204,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,LUIZA AMERICANO COLEGIO,MARIA LUIZA AMERICANO,1640,AVENIDA,MARIA LUIZA AMERICANO,CIDADE LIDER,08275000,27483923,,,10208,Leste 4,,1,URBANA,,35127224,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,136,0,0,0,0,0,136,0,0,0,7,0,0,0,0,0,7,-46.47468815359787,-23.568091922706436
2966,355030891000060,3550308005075,91,VILA MATILDE,21,PENHA,Leste,Leste 1,LA SALLE SAO PAULO COLEGIO,RUA SANTO ALEXANDRE,21,RUA,RUA SANTO ALEXANDRE,VILA GUILHERMINA,03542100,27931430,,,10208,Leste 4,,1,URBANA,,35127231,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,0,0,262,264,161,0,0,0,687,0,0,0,13,8,6,0,0,0,27,-46.515753304663306,-23.530754549133963
2967,355030891000023,3550308005076,91,VILA MATILDE,21,PENHA,Leste,Leste 1,SAO DOMINGOS COLEGIO,DALILA,110,AVENIDA,DALILA,VILA DALILA,03520000,26515910,,,10208,Leste 4,,1,URBANA,,35127255,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,6,0,33,0,0,0,0,0,39,0,2,0,5,0,0,0,0,0,7,-46.52101856067821,-23.54458041353295
2968,355030811000060,3550308005121,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,CEI INDIR PINGO DE GENTE,DANIEL PEREIRA,238,,DANIEL PEREIRA,PARQUE TIETE,02870010,28898297,,,19908,Freguesia/Brasilandia,,1,URBANA,,35127929,400556,3,MUNICIPAL,303,CEI INDIR,1,ESCOLAS AUTONOMAS,152,0,0,0,0,0,0,0,0,152,14,0,0,0,0,0,0,0,0,14,-46.677671519332385,-23.46523693228807
2969,355030862000131,3550308005052,62,PINHEIROS,11,PINHEIROS,Oeste,Oeste,ESCOLA LUMIAR,NAVARRO DE ANDRADE,152,,NAVARRO DE ANDRADE,PINHEIROS,05418020,30610534,,,10312,Centro-Oeste,,1,URBANA,,35127966,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,30,42,0,85,68,16,0,0,0,241,3,2,0,0,8,1,0,0,0,14,-46.688888606006266,-23.56481068517624
2970,355030869000036,3550308005027,69,SANTA CECILIA,09,SE,Centro,Centro,MARANATA DE ENSINO INSTITUTO,RUA CONSELHEIRO BROTERO,371,RUA,RUA CONSELHEIRO BROTERO,BARRA FUNDA,01154001,36620320,,,10102,Centro,,1,URBANA,,35127978,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,0,24,0,99,0,0,0,0,0,123,0,2,0,6,0,0,0,0,0,8,-46.657153203896385,-23.530285825684395
2971,355030806000001,3550308005029,6,BARRA FUNDA,08,LAPA,Oeste,Oeste,BEIT YAACOV ESCOLA,SAO VICENTE MARQUES,1748,AVENIDA,SAO VICENTE MARQUES,VARZEA DA BARRA FUNDA,01139002,36126055,,,10102,Centro,,1,URBANA,,35127991,,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,117,115,0,288,242,183,0,67,147,1159,11,7,0,16,11,11,0,3,6,65,-46.67770180001149,-23.518042470611864
2972,355030887000186,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,UNIVERSO KIDS E E I,RUA FAVEIRA DO MATO,886,,RUA FAVEIRA DO MATO,JARDIM PLANALTO,08040370,20527425,,,19925,Sao Miguel,,1,URBANA,,35128144,306579,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,10,23,0,0,0,0,0,0,0,33,3,3,0,0,0,0,0,0,0,6,-46.4445550126919,-23.511114059044377
2973,355030819000209,,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CR P CONV LUAR DO SERTAO,LUAR DO SERTAO,2278,,LUAR DO SERTAO,CHACARA SANTA MARIA,05879450,58745905,,,19903,Campo Limpo,,1,URBANA,,35128235,400558,3,MUNICIPAL,306,CR.P.CONV,1,ESCOLAS AUTONOMAS,127,0,0,0,0,0,0,0,0,127,12,0,0,0,0,0,0,0,0,12,-46.80101561765972,-23.686758000344234
2974,355030831000085,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,CEI INDIR JORGE PE,SERRA DO MAR,55,,SERRA DO MAR,VILA PRINCESA ISABEL,08410160,,,,19909,Guaianases,,1,URBANA,,35128260,400560,3,MUNICIPAL,303,CEI INDIR,1,ESCOLAS AUTONOMAS,118,0,0,0,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,10,-46.41684033228686,-23.54491599113325
2975,355030838000177,3550308005096,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CEI INDIR MASCOTE,MASCOTE,259,263,MASCOTE,VILA MASCOTE,04363000,55651583,,,19923,Santo Amaro,,1,URBANA,,35128296,400559,3,MUNICIPAL,303,CEI INDIR,1,ESCOLAS AUTONOMAS,100,0,0,0,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,10,-46.664552972563975,-23.64872357993283
2976,355030846000047,3550308005225,46,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,CR P CONV CEDRO DO LIBANO II,GUILHERME VALENTE,131,,GUILHERME VALENTE,JARDIM VERGUEIRO,05818280,55147783,,,19903,Campo Limpo,,1,URBANA,,35128351,306494,3,MUNICIPAL,306,CR.P.CONV,1,ESCOLAS AUTONOMAS,159,0,0,0,0,0,0,0,0,159,11,0,0,0,0,0,0,0,0,11,-46.73316751388237,-23.667261032944573
2977,355030826000137,3550308005013,26,CONSOLACAO,09,SE,Centro,Centro,CR P CONV LAR NOSSA SENHORA DA CONSOLACAO,GRAVATAI,54,,GRAVATAI,CONSOLACAO,01303040,31514134,,,19910,Ipiranga,,1,URBANA,,35128387,306528,3,MUNICIPAL,306,CR.P.CONV,1,ESCOLAS AUTONOMAS,206,0,0,0,0,0,0,0,0,206,18,0,0,0,0,0,0,0,0,18,-46.647922313780526,-23.548736998273707
2978,355030830000002,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CR P CONV PROJETO ANCHIETA,ALZIRO PINHEIRO MAGALHAES,578,,ALZIRO PINHEIRO MAGALHAES,PARQUE SAO MIGUEL,04855000,59765026,,,19927,Capela do Socorro,,1,URBANA,,35128818,306582,3,MUNICIPAL,306,CR.P.CONV,1,ESCOLAS AUTONOMAS,123,0,0,0,0,0,0,0,0,123,9,0,0,0,0,0,0,0,0,9,-46.683977597510875,-23.76285724609339
2979,355030862000109,3550308005054,62,PINHEIROS,11,PINHEIROS,Oeste,Oeste,ESCOLA INFANTIL SOL DA VILA EIRELI- ME,PRACA BARONESA DA BOCAINA,107,,PRACA BARONESA DA BOCAINA,SUMAREZINHO,05440030,30314061,,,19902,Butantã,,1,URBANA,,35128879,306603,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,61,47,0,0,0,0,0,0,0,108,6,4,0,0,0,0,0,0,0,10,-46.689745302916755,-23.547904089066876
2980,355030870000060,3550308005064,70,SANTANA,05,SANTANA-TUCURUVI,Norte,Norte 1,CEI INDIR ESPACO CRIANCA ELIAS ANTONIO ZOGBI,COMENDADOR JOAQUIM MONTEIRO,45,,COMENDADOR JOAQUIM MONTEIRO,SANTANA,02013030,29502760,,,19928,Jacana/Tremembe,,1,URBANA,,35128934,306732,3,MUNICIPAL,303,CEI INDIR,1,ESCOLAS AUTONOMAS,365,0,0,0,0,0,0,0,0,365,40,0,0,0,0,0,0,0,0,40,-46.63098541489847,-23.503313128040627
2981,355030826000042,3550308005013,26,CONSOLACAO,09,SE,Centro,Centro,ESC PART EVOLUCAO UNIDADE I,ITAGUABA,180,,ITAGUABA,SANTA CECILIA,01233050,36666025,,,19910,Ipiranga,,1,URBANA,,35128961,307732,4,PRIVADA,401,PRIVADA COMUNITARIA,1,ESCOLAS AUTONOMAS,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-46.66383788885302,-23.54137396137168
2982,355030836000067,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ARTE DE CONHECER ESCOLA,ZEFERINO FERRAZ PROFESSOR,123,135,ZEFERINO FERRAZ PROFESSOR,ITAIM PAULISTA,08120380,25660899,,,10210,Leste 2,,1,URBANA,,35129008,,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,18,54,0,247,110,0,0,0,0,429,4,4,0,13,6,0,0,0,0,27,-46.39512382270877,-23.500068141626876
2983,355030836000116,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ESC PART CANTINHO ENCANTADO DA CRIANCA E E I,RIO MIRIVAI,9,A,RIO MIRIVAI,PARQUE SANTA AMELIA,08122440,,,,19925,Sao Miguel,,1,URBANA,,35129012,308695,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,9,12,0,0,0,0,0,0,0,21,2,2,0,0,0,0,0,0,0,4,-46.3768947949173,-23.499425761473073
2984,355030820000084,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,CANTINHO DOS ANJOS EEI,RUA OSWALDO AROUCA,854,,RUA OSWALDO AROUCA,VILA FORMOSA,03363000,27815820,,,19912,Itaquera,,1,URBANA,,35129136,307549,4,PRIVADA,499,EP,1,ESCOLAS AUTONOMAS,7,13,0,0,0,0,0,0,0,20,2,2,0,0,0,0,0,0,0,4,-46.53741359043691,-23.560564890876407
